,X,date.dd.mm.yy.,bd_liz_id,MR_O2_min,marker_sample,FMS,time_in_chamber,Geno.pheno,Date.Hatched,Phenotypic.Sex,Genotypic.Sex,mass,svl_mm,match,Final_MR_O2_min
700,994,29/3/21,513,0.270577101,38930,2,65,XX_Male,,Male,XX,0.617,NA,Data_03-30-2021_Bassiana_Mux2.exp.4,0.004162725
701,999,29/3/21,562,0.465554908,10880,2,65,XY_Male,,Male,XY,0.672,NA,Data_03-30-2021_Bassiana_Mux2.exp.6,0.007162383
702,1000,29/3/21,562,0.953036827,15080,2,65,XY_Male,,Male,XY,0.672,NA,Data_03-30-2021_Bassiana_Mux2.exp.6,0.014662105
703,1001,29/3/21,562,0.927275473,19280,2,65,XY_Male,,Male,XY,0.672,NA,Data_03-30-2021_Bassiana_Mux2.exp.6,0.014265777
704,1002,29/3/21,562,0.800190223,23480,2,65,XY_Male,,Male,XY,0.672,NA,Data_03-30-2021_Bassiana_Mux2.exp.6,0.012310619
705,1003,29/3/21,562,0.849256267,27680,2,65,XY_Male,,Male,XY,0.672,NA,Data_03-30-2021_Bassiana_Mux2.exp.6,0.013065481
706,1004,29/3/21,562,0.715995062,31730,2,65,XY_Male,,Male,XY,0.672,NA,Data_03-30-2021_Bassiana_Mux2.exp.6,0.011015309
707,1005,29/3/21,562,0.618400041,35930,2,65,XY_Male,,Male,XY,0.672,NA,Data_03-30-2021_Bassiana_Mux2.exp.6,0.009513847
708,1010,29/3/21,565,0.473015475,9080,1,65,XX_Male,,Male,XX,0.526,NA,Data_03-30-2021_Bassiana.exp.3,0.007277161
709,1011,29/3/21,565,0.486679983,13280,1,65,XX_Male,,Male,XX,0.526,NA,Data_03-30-2021_Bassiana.exp.3,0.007487384
710,1012,29/3/21,565,0.457601556,17480,1,65,XX_Male,,Male,XX,0.526,NA,Data_03-30-2021_Bassiana.exp.3,0.007040024
711,1013,29/3/21,565,0.444894395,21680,1,65,XX_Male,,Male,XX,0.526,NA,Data_03-30-2021_Bassiana.exp.3,0.006844529
712,1014,29/3/21,565,0.447777978,25880,1,65,XX_Male,,Male,XX,0.526,NA,Data_03-30-2021_Bassiana.exp.3,0.006888892
713,1015,29/3/21,565,0.448218604,29930,1,65,XX_Male,,Male,XX,0.526,NA,Data_03-30-2021_Bassiana.exp.3,0.006895671
714,1016,29/3/21,565,0.441771617,34130,1,65,XX_Male,,Male,XX,0.526,NA,Data_03-30-2021_Bassiana.exp.3,0.006796486
715,1017,29/3/21,565,0.437615641,38330,1,65,XX_Male,,Male,XX,0.526,NA,Data_03-30-2021_Bassiana.exp.3,0.006732548
716,1022,29/3/21,566,0.480372687,11480,1,65,XY_Male,,Male,XY,0.639,NA,Data_03-30-2021_Bassiana.exp.7,0.007390349
717,1023,29/3/21,566,0.442083282,15680,1,65,XY_Male,,Male,XY,0.639,NA,Data_03-30-2021_Bassiana.exp.7,0.006801281
718,1024,29/3/21,566,0.445072045,19880,1,65,XY_Male,,Male,XY,0.639,NA,Data_03-30-2021_Bassiana.exp.7,0.006847262
719,1025,29/3/21,566,0.477824474,24080,1,65,XY_Male,,Male,XY,0.639,NA,Data_03-30-2021_Bassiana.exp.7,0.007351146
720,1026,29/3/21,566,0.574679131,28280,1,65,XY_Male,,Male,XY,0.639,NA,Data_03-30-2021_Bassiana.exp.7,0.008841217
721,1027,29/3/21,566,0.606383273,32330,1,65,XY_Male,,Male,XY,0.639,NA,Data_03-30-2021_Bassiana.exp.7,0.009328973
722,1028,29/3/21,566,0.551558917,36530,1,65,XY_Male,,Male,XY,0.639,NA,Data_03-30-2021_Bassiana.exp.7,0.008485522
723,1033,29/3/21,576,0.544170402,10880,1,65,XY_Male,,Male,XY,0.645,NA,Data_03-30-2021_Bassiana.exp.6,0.008371852
724,1034,29/3/21,576,0.71434366,15080,1,65,XY_Male,,Male,XY,0.645,NA,Data_03-30-2021_Bassiana.exp.6,0.010989902
725,1035,29/3/21,576,0.769922871,19280,1,65,XY_Male,,Male,XY,0.645,NA,Data_03-30-2021_Bassiana.exp.6,0.011844967
726,1036,29/3/21,576,0.514038432,23480,1,65,XY_Male,,Male,XY,0.645,NA,Data_03-30-2021_Bassiana.exp.6,0.007908284
727,1037,29/3/21,576,0.501092391,27680,1,65,XY_Male,,Male,XY,0.645,NA,Data_03-30-2021_Bassiana.exp.6,0.007709114
728,1038,29/3/21,576,0.469848484,31730,1,65,XY_Male,,Male,XY,0.645,NA,Data_03-30-2021_Bassiana.exp.6,0.007228438
729,1039,29/3/21,576,0.455294831,35930,1,65,XY_Male,,Male,XY,0.645,NA,Data_03-30-2021_Bassiana.exp.6,0.007004536
730,1044,29/3/21,577,0.392293303,9080,2,65,XX_Male,,Male,XX,0.508,NA,Data_03-30-2021_Bassiana_Mux2.exp.3,0.006035282
731,1045,29/3/21,577,0.373641069,13280,2,65,XX_Male,,Male,XX,0.508,NA,Data_03-30-2021_Bassiana_Mux2.exp.3,0.005748324
732,1046,29/3/21,577,0.379873221,17480,2,65,XX_Male,,Male,XX,0.508,NA,Data_03-30-2021_Bassiana_Mux2.exp.3,0.005844203
733,1047,29/3/21,577,0.360766096,21680,2,65,XX_Male,,Male,XX,0.508,NA,Data_03-30-2021_Bassiana_Mux2.exp.3,0.005550248
734,1048,29/3/21,577,0.374256891,25880,2,65,XX_Male,,Male,XX,0.508,NA,Data_03-30-2021_Bassiana_Mux2.exp.3,0.005757798
735,1049,29/3/21,577,0.374838155,29930,2,65,XX_Male,,Male,XX,0.508,NA,Data_03-30-2021_Bassiana_Mux2.exp.3,0.005766741
736,1050,29/3/21,577,0.376560207,34130,2,65,XX_Male,,Male,XX,0.508,NA,Data_03-30-2021_Bassiana_Mux2.exp.3,0.005793234
737,1051,29/3/21,577,0.431020185,38330,2,65,XX_Male,,Male,XX,0.508,NA,Data_03-30-2021_Bassiana_Mux2.exp.3,0.00663108
738,1056,29/3/21,579,0.376839343,12680,2,65,XX_Male,,Male,XX,0.532,NA,Data_03-30-2021_Bassiana_Mux2.exp.2,0.005797528
739,1057,29/3/21,579,0.379355093,16880,2,65,XX_Male,,Male,XX,0.532,NA,Data_03-30-2021_Bassiana_Mux2.exp.2,0.005836232
740,1058,29/3/21,579,0.371014732,21080,2,65,XX_Male,,Male,XX,0.532,NA,Data_03-30-2021_Bassiana_Mux2.exp.2,0.005707919
741,1059,29/3/21,579,0.377623223,25280,2,65,XX_Male,,Male,XX,0.532,NA,Data_03-30-2021_Bassiana_Mux2.exp.2,0.005809588
742,1060,29/3/21,579,0.383501679,29480,2,65,XX_Male,,Male,XX,0.532,NA,Data_03-30-2021_Bassiana_Mux2.exp.2,0.005900026
743,1061,29/3/21,579,0.397879855,33530,2,65,XX_Male,,Male,XX,0.532,NA,Data_03-30-2021_Bassiana_Mux2.exp.2,0.006121229
744,1062,29/3/21,579,0.385205763,37730,2,65,XX_Male,,Male,XX,0.532,NA,Data_03-30-2021_Bassiana_Mux2.exp.2,0.005926243
745,1067,29/3/21,580,0.582641187,10390,1,65,XX_Female,,Female,XX,0.678,NA,Data_03-30-2021_Bassiana.exp.5,0.008963711
746,1068,29/3/21,580,0.557478954,14480,1,65,XX_Female,,Female,XX,0.678,NA,Data_03-30-2021_Bassiana.exp.5,0.008576599
747,1069,29/3/21,580,0.544713149,18680,1,65,XX_Female,,Female,XX,0.678,NA,Data_03-30-2021_Bassiana.exp.5,0.008380202
748,1070,29/3/21,580,0.549069471,22880,1,65,XX_Female,,Female,XX,0.678,NA,Data_03-30-2021_Bassiana.exp.5,0.008447223
749,1071,29/3/21,580,0.536504374,27080,1,65,XX_Female,,Female,XX,0.678,NA,Data_03-30-2021_Bassiana.exp.5,0.008253913
750,1072,29/3/21,580,0.528370083,31130,1,65,XX_Female,,Female,XX,0.678,NA,Data_03-30-2021_Bassiana.exp.5,0.008128771
751,1073,29/3/21,580,0.518253575,35330,1,65,XX_Female,,Female,XX,0.678,NA,Data_03-30-2021_Bassiana.exp.5,0.007973132
752,1074,29/3/21,580,0.541189277,39530,1,65,XX_Female,,Female,XX,0.678,NA,Data_03-30-2021_Bassiana.exp.5,0.008325989
753,1079,29/3/21,589,0.345975964,10280,2,65,XX_Female,,Female,XX,0.498,NA,Data_03-30-2021_Bassiana_Mux2.exp.5,0.005322707
754,1080,29/3/21,589,0.313256615,14480,2,65,XX_Female,,Female,XX,0.498,NA,Data_03-30-2021_Bassiana_Mux2.exp.5,0.004819333
755,1081,29/3/21,589,0.319164104,18680,2,65,XX_Female,,Female,XX,0.498,NA,Data_03-30-2021_Bassiana_Mux2.exp.5,0.004910217
756,1082,29/3/21,589,0.32347773,22880,2,65,XX_Female,,Female,XX,0.498,NA,Data_03-30-2021_Bassiana_Mux2.exp.5,0.00497658
757,1083,29/3/21,589,0.326111514,27080,2,65,XX_Female,,Female,XX,0.498,NA,Data_03-30-2021_Bassiana_Mux2.exp.5,0.0050171
758,1084,29/3/21,589,0.328716962,31130,2,65,XX_Female,,Female,XX,0.498,NA,Data_03-30-2021_Bassiana_Mux2.exp.5,0.005057184
759,1085,29/3/21,589,0.347288395,35330,2,65,XX_Female,,Female,XX,0.498,NA,Data_03-30-2021_Bassiana_Mux2.exp.5,0.005342898
760,1086,29/3/21,589,0.339658868,39530,2,65,XX_Female,,Female,XX,0.498,NA,Data_03-30-2021_Bassiana_Mux2.exp.5,0.005225521
