"","X","date.dd.mm.yy.","bd_liz_id","MR_O2_min","marker_sample","FMS","time","Geno.pheno","Date.Hatched","Phenotypic.Sex","Genotypic.Sex","mass","svl_mm","match","file","Final_MR_O2_min"
"1",3,"10/1/21",412,11.1617328965112,9850,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.171718967638634
"2",4,"10/1/21",412,10.9948410805307,13960,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.169151401238934
"3",5,"10/1/21",412,10.8029189705195,18160,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.166198753392608
"4",6,"10/1/21",412,9.65588039823918,22360,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.148552006126757
"5",7,"10/1/21",412,8.83392182569249,26440,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.135906489626038
"6",8,"10/1/21",412,7.89929140669927,30640,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.121527560103066
"7",9,"10/1/21",412,7.56807883732902,34840,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.116431982112754
"8",10,"10/1/21",412,7.40805659973515,39040,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.113970101534387
"9",11,"10/1/21",412,16.0524558100331,43130,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.246960858615894
"10",12,"10/1/21",412,29.831451199268,47330,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.458945403065662
"11",13,"10/1/21",412,26.0807666381784,51530,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.401242563664283
"12",14,"10/1/21",412,23.8138682708083,55730,1,65,"ZZm","12/22/2020","M","ZZ",6.517,48,"Data_01-11-2021_Pogona.exp.4","Data_01-11-2021_Pogona.exp",0.366367204166282
"13",17,"10/1/21",1225,5.84756340099936,8650,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.0899625138615286
"14",18,"10/1/21",1225,5.74075019602574,12760,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.0883192337850114
"15",19,"10/1/21",1225,5.60442539164516,16960,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.0862219291022332
"16",20,"10/1/21",1225,4.92917081319173,21160,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.0758333971260266
"17",21,"10/1/21",1225,4.8500059385398,25240,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.0746154759775354
"18",22,"10/1/21",1225,4.34531653768398,29440,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.0668510236566766
"19",23,"10/1/21",1225,4.04264903541919,33640,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.0621946005449106
"20",24,"10/1/21",1225,3.61876529008282,37840,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.0556733121551203
"21",25,"10/1/21",1225,3.94788046827119,41930,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.0607366225887875
"22",26,"10/1/21",1225,4.17681677917046,46130,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.0642587196795455
"23",27,"10/1/21",1225,10.9610891877669,50330,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.16863214135026
"24",28,"10/1/21",1225,10.7311019081743,54530,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.165093875510374
"25",29,"10/1/21",1225,9.86182478875122,58620,1,65,"ZZm","12/27/2020","M","ZZ",4.38,42,"Data_01-11-2021_Pogona.exp.2","Data_01-11-2021_Pogona.exp",0.151720381365403
"26",32,"10/1/21",3020,3.33907591405303,11650,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0513703986777389
"27",33,"10/1/21",3020,3.45378424161069,15760,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.053135142178626
"28",34,"10/1/21",3020,3.13910497620581,19960,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0482939227108586
"29",35,"10/1/21",3020,2.91321404565966,24040,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0448186776255332
"30",36,"10/1/21",3020,2.79483906290741,28240,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0429975240447294
"31",37,"10/1/21",3020,2.43465296292149,32440,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0374561994295614
"32",38,"10/1/21",3020,2.24280145194661,36640,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0345046377222555
"33",39,"10/1/21",3020,1.99939215497835,40840,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0307598793073592
"34",40,"10/1/21",3020,2.05525464150848,44930,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0316193021770535
"35",41,"10/1/21",3020,2.08420746699119,49130,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0320647302614029
"36",42,"10/1/21",3020,2.69453491443393,53330,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0414543832989835
"37",43,"10/1/21",3020,5.18341078198471,57420,1,65,"ZWf","Null","F","ZW",4.181,41,"Data_01-11-2021_Pogona.exp.7","Data_01-11-2021_Pogona.exp",0.0797447812613032
"38",46,"10/1/21",3350,9.79521445225265,9250,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.150695606957733
"39",47,"10/1/21",3350,10.2196489525418,13360,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.157225368500643
"40",48,"10/1/21",3350,9.49268188690284,17560,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.146041259798505
"41",49,"10/1/21",3350,9.23768443731035,21760,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.142118222112467
"42",50,"10/1/21",3350,7.94828168488683,25840,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.122281256690567
"43",51,"10/1/21",3350,6.96180632526341,30040,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.10710471269636
"44",52,"10/1/21",3350,6.7554106409144,34240,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.103929394475606
"45",53,"10/1/21",3350,11.9962130143339,38440,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.184557123297445
"46",54,"10/1/21",3350,27.1679047550794,42530,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.41796776546276
"47",55,"10/1/21",3350,24.4890876499256,46730,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.37675519461424
"48",56,"10/1/21",3350,22.5079891916224,50930,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.346276756794191
"49",57,"10/1/21",3350,19.0008703465,55130,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.292321082253846
"50",58,"10/1/21",3350,18.8573604169957,59220,1,65,"ZWf","12/22/2020","F","ZW",5.703,47,"Data_01-11-2021_Pogona.exp.3","Data_01-11-2021_Pogona.exp",0.290113237184549
"51",61,"10/1/21",4032,7.30629741111756,10450,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.112404575555655
"52",62,"10/1/21",4032,7.38812566866833,14560,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.113663471825667
"53",63,"10/1/21",4032,6.88897910174634,18760,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.105984293873021
"54",64,"10/1/21",4032,6.42933342533692,22960,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.0989128219282603
"55",65,"10/1/21",4032,5.90973306984802,27040,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.0909189703053541
"56",66,"10/1/21",4032,5.15656313167122,31240,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.0793317404872495
"57",67,"10/1/21",4032,4.46604472685382,35440,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.0687083804131357
"58",68,"10/1/21",4032,4.5870814504798,39640,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.0705704838535354
"59",69,"10/1/21",4032,4.15625360871782,43730,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.0639423632110434
"60",70,"10/1/21",4032,3.97225733485038,47930,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.0611116513053905
"61",71,"10/1/21",4032,3.88649057230775,52130,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.0597921626508885
"62",72,"10/1/21",4032,3.90147304475022,56220,1,65,"ZZm","12/22/2020","M","ZZ",5.4,47,"Data_01-11-2021_Pogona.exp.5","Data_01-11-2021_Pogona.exp",0.0600226622269265
"63",75,"10/1/21",5231,10.0107172501501,11050,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.154011034617694
"64",76,"10/1/21",5231,9.71666560742945,15160,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.149487163191222
"65",77,"10/1/21",5231,8.86286066016546,19360,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.136351702464084
"66",78,"10/1/21",5231,8.24954374800273,23440,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.12691605766158
"67",79,"10/1/21",5231,7.51040126847085,27640,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.115544634899552
"68",80,"10/1/21",5231,6.9165542540704,31840,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.106408526985698
"69",81,"10/1/21",5231,6.40802138731685,36040,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.0985849444202592
"70",82,"10/1/21",5231,5.97567844699047,40240,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.0919335145690841
"71",83,"10/1/21",5231,5.67080451518522,44330,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.0872431463874649
"72",84,"10/1/21",5231,5.39013475051201,48530,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.0829251500078771
"73",85,"10/1/21",5231,5.15832714075485,52730,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.0793588790885362
"74",86,"10/1/21",5231,5.62371567100381,56820,1,65,"ZZf","12/23/2020","F","ZZ",6.041,45,"Data_01-11-2021_Pogona.exp.6","Data_01-11-2021_Pogona.exp",0.0865187026308278
"75",89,"10/1/21",5521,5.42557762192753,12250,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0834704249527312
"76",90,"10/1/21",5521,5.68648680508321,16360,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0874844123858955
"77",91,"10/1/21",5521,4.70611669911263,20560,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0724017953709635
"78",92,"10/1/21",5521,4.19336939925485,24640,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0645133753731515
"79",93,"10/1/21",5521,3.92083844391787,28840,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0603205914448903
"80",94,"10/1/21",5521,3.58926166032055,33040,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0552194101587777
"81",95,"10/1/21",5521,3.43062887617584,37240,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0527789057873206
"82",96,"10/1/21",5521,3.29846109399387,41330,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0507455552922134
"83",97,"10/1/21",5521,3.07936200079555,45530,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0473748000122392
"84",98,"10/1/21",5521,4.98942462027896,49730,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0767603787735225
"85",99,"10/1/21",5521,5.15870589237064,53930,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0793647060364714
"86",100,"10/1/21",5521,6.16099719208886,58020,1,65,"ZZf","12/27/2020","F","ZZ",3.93,42,"Data_01-11-2021_Pogona.exp.8","Data_01-11-2021_Pogona.exp",0.0947845721859825
"87",103,"11/1/21",510,8.54727465661397,9720,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.131496533178676
"88",104,"11/1/21",510,8.87805561766113,13920,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.13658547104094
"89",105,"11/1/21",510,8.11184296688679,18120,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.124797584105951
"90",106,"11/1/21",510,8.46803756890297,22320,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.130277501060046
"91",107,"11/1/21",510,8.39861494731669,26350,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.129209460727949
"92",108,"11/1/21",510,8.47683884410056,30550,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.130412905293855
"93",109,"11/1/21",510,8.69479766573912,34750,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.133766117934448
"94",110,"11/1/21",510,9.07443347927855,38950,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.139606668911978
"95",111,"11/1/21",510,9.68329435003112,43150,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.148973759231248
"96",112,"11/1/21",510,10.0903584166677,47210,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.155236283333349
"97",113,"11/1/21",510,11.2382881470205,51410,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.172896740723392
"98",114,"11/1/21",510,14.5677797601082,55610,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.224119688617049
"99",115,"11/1/21",510,15.1271344318119,59810,1,65,"ZZf","4/1/21","F","ZZ",4.655,44,"Data_01-12-2021_Pogona.exp.4","Data_01-12-2021_Pogona.exp",0.232725145104798
"100",118,"11/1/21",2011,7.81894446982069,8520,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.120291453381857
"101",119,"11/1/21",2011,8.051731777522,12720,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.123872796577262
"102",120,"11/1/21",2011,7.84940790924172,16920,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.120760121680642
"103",121,"11/1/21",2011,7.63187357447575,21120,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.117413439607319
"104",122,"11/1/21",2011,7.18910408305735,25150,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.110601601277805
"105",123,"11/1/21",2011,7.80199504299332,29350,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.120030692969128
"106",124,"11/1/21",2011,7.61205065845106,33550,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.117108471668478
"107",125,"11/1/21",2011,7.8276654656193,37750,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.120425622547989
"108",126,"11/1/21",2011,9.40383122690838,41950,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.144674326567821
"109",127,"11/1/21",2011,22.269536826297,46010,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.342608258866108
"110",128,"11/1/21",2011,13.0064971563211,50210,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.200099956251094
"111",129,"11/1/21",2011,11.9191108548139,54410,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.183370936227906
"112",130,"11/1/21",2011,10.6024795394678,58610,1,65,"ZZm","7/1/21","M","ZZ",6.099,46,"Data_01-12-2021_Pogona.exp.2","Data_01-12-2021_Pogona.exp",0.163115069837966
"113",133,"11/1/21",2031,12.4547203404416,10920,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.19161108216064
"114",134,"11/1/21",2031,12.1857451824162,15120,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.187473002806403
"115",135,"11/1/21",2031,11.1242764406654,19320,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.171142714471775
"116",136,"11/1/21",2031,11.2075146355567,23520,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.172423302085488
"117",137,"11/1/21",2031,11.3931291226893,27550,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.175278909579835
"118",138,"11/1/21",2031,10.8865926819747,31750,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.167486041261149
"119",139,"11/1/21",2031,11.3188523423324,35950,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.174136189882037
"120",140,"11/1/21",2031,12.6895230696037,40150,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.195223431840057
"121",141,"11/1/21",2031,15.912870862933,44350,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.244813397891277
"122",142,"11/1/21",2031,14.9790821132004,48410,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.23044741712616
"123",143,"11/1/21",2031,16.44457234674,52610,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.252993420719077
"124",144,"11/1/21",2031,14.4829083139207,56810,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.222813974060318
"125",145,"11/1/21",2031,13.2101533532517,61010,1,65,"ZWf","4/1/21","F","ZW",5.786,45,"Data_01-12-2021_Pogona.exp.6","Data_01-12-2021_Pogona.exp",0.203233128511565
"126",148,"11/1/21",2353,6.133574850502,11520,1,65,"ZZm","12/31/2020","M","ZZ",5.931,45,"Data_01-12-2021_Pogona.exp.7","Data_01-12-2021_Pogona.exp",0.0943626900077231
"127",149,"11/1/21",2353,6.17877540919118,15720,1,65,"ZZm","12/31/2020","M","ZZ",5.931,45,"Data_01-12-2021_Pogona.exp.7","Data_01-12-2021_Pogona.exp",0.0950580832183259
"128",150,"11/1/21",2353,6.25124099153709,19920,1,65,"ZZm","12/31/2020","M","ZZ",5.931,45,"Data_01-12-2021_Pogona.exp.7","Data_01-12-2021_Pogona.exp",0.0961729383313398
"129",151,"11/1/21",2353,6.00401024650839,24120,1,65,"ZZm","12/31/2020","M","ZZ",5.931,45,"Data_01-12-2021_Pogona.exp.7","Data_01-12-2021_Pogona.exp",0.0923693884078214
"130",152,"11/1/21",2353,5.77894596316832,28150,1,65,"ZZm","12/31/2020","M","ZZ",5.931,45,"Data_01-12-2021_Pogona.exp.7","Data_01-12-2021_Pogona.exp",0.0889068609718203
"131",153,"11/1/21",2353,6.0700046077926,32350,1,65,"ZZm","12/31/2020","M","ZZ",5.931,45,"Data_01-12-2021_Pogona.exp.7","Data_01-12-2021_Pogona.exp",0.0933846862737323
"132",154,"11/1/21",2353,6.56677538596629,36550,1,65,"ZZm","12/31/2020","M","ZZ",5.931,45,"Data_01-12-2021_Pogona.exp.7","Data_01-12-2021_Pogona.exp",0.101027313630251
"133",155,"11/1/21",2353,6.58393475124994,40750,1,65,"ZZm","12/31/2020","M","ZZ",5.931,45,"Data_01-12-2021_Pogona.exp.7","Data_01-12-2021_Pogona.exp",0.101291303865384
"134",156,"11/1/21",2353,7.85983237362042,44950,1,65,"ZZm","12/31/2020","M","ZZ",5.931,45,"Data_01-12-2021_Pogona.exp.7","Data_01-12-2021_Pogona.exp",0.120920498055699
"135",157,"11/1/21",2353,8.16874328749575,49010,1,65,"ZZm","12/31/2020","M","ZZ",5.931,45,"Data_01-12-2021_Pogona.exp.7","Data_01-12-2021_Pogona.exp",0.125672973653781
