"","X","date.dd.mm.yy.","bd_liz_id","MR_O2_min","marker_sample","FMS","time","Geno.pheno","Date.Hatched","Phenotypic.Sex","Genotypic.Sex","mass","svl_mm","match","file","Final_MR_O2_min"
"333",445,"17/12/20",553,8.7442287046723,44997,1,65,"ZZf","12/14/2020","F","ZZ",5.134,44,"Data_12-18-2020_Pogona.exp.7","Data_12-18-2020_Pogona.exp",0.134526595456497
"334",446,"17/12/20",553,6.71639371971635,49138,1,65,"ZZf","12/14/2020","F","ZZ",5.134,44,"Data_12-18-2020_Pogona.exp.7","Data_12-18-2020_Pogona.exp",0.103329134149482
"335",447,"17/12/20",553,7.98948225044547,53292,1,65,"ZZf","12/14/2020","F","ZZ",5.134,44,"Data_12-18-2020_Pogona.exp.7","Data_12-18-2020_Pogona.exp",0.122915111545315
"336",450,"17/12/20",1303,7.18798228260327,10962,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.110584342809281
"337",451,"17/12/20",1303,7.04702582613758,15161,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.108415781940578
"338",452,"17/12/20",1303,7.38609532156357,19316,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.113632235716363
"339",453,"17/12/20",1303,7.20282149757307,23488,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.110812638424201
"340",454,"17/12/20",1303,7.50153080275736,27668,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.115408166196267
"341",455,"17/12/20",1303,7.35593828389857,31815,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.113168281290747
"342",456,"17/12/20",1303,7.45127502685289,36022,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.114635000413121
"343",457,"17/12/20",1303,8.47608612774295,40091,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.130401325042199
"344",458,"17/12/20",1303,17.4943108918409,44342,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.26914324448986
"345",459,"17/12/20",1303,18.9245638434408,48509,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.291147136052935
"346",460,"17/12/20",1303,15.9621403633477,52613,1,65,"ZWf","11/12/20","F","ZW",5.298,44,"Data_12-18-2020_Pogona.exp.6","Data_12-18-2020_Pogona.exp",0.245571390205349
"347",463,"17/12/20",2331,7.65740450733681,9164,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.117806223189797
"348",464,"17/12/20",2331,8.6502136161495,13382,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.133080209479223
"349",465,"17/12/20",2331,7.77124016835539,17491,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.119557541051621
"350",466,"17/12/20",2331,7.28877788482822,21693,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.112135044381973
"351",467,"17/12/20",2331,7.63773719375499,25854,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.117503649134692
"352",468,"17/12/20",2331,8.05260421477563,30005,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.123886218688856
"353",469,"17/12/20",2331,8.75794211243245,34144,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.134737570960499
"354",470,"17/12/20",2331,11.7392061198588,38309,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.180603171074751
"355",471,"17/12/20",2331,13.1200648035662,42513,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.201847150824095
"356",472,"17/12/20",2331,12.1537736790299,46736,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.186981133523537
"357",473,"17/12/20",2331,14.6239777216474,50875,1,65,"ZZm","11/12/20","M","ZZ",5.198,45,"Data_12-18-2020_Pogona.exp.3","Data_12-18-2020_Pogona.exp",0.224984272640729
"358",476,"17/12/20",2332,9.034382530537,12181,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.1389905004698
"359",477,"17/12/20",2332,10.191684968707,16353,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.156795153364723
"360",478,"17/12/20",2332,11.7907271128567,20513,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.181395801736257
"361",479,"17/12/20",2332,12.5834960138887,24681,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.193592246367518
"362",480,"17/12/20",2332,13.9197851440711,28851,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.214150540678017
"363",481,"17/12/20",2332,16.4320026681296,33002,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.252800041048148
"364",482,"17/12/20",2332,18.0403655936586,37163,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.277544086056286
"365",483,"17/12/20",2332,18.189980356308,41343,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.279845851635508
"366",484,"17/12/20",2332,16.8965488101612,45544,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.259946904771711
"367",485,"17/12/20",2332,15.5524493188639,49715,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.239268451059445
"368",486,"17/12/20",2332,16.5225893970104,53829,1,65,"ZZm","11/27/2020","M","ZZ",5.712,46,"Data_12-18-2020_Pogona.exp.8","Data_12-18-2020_Pogona.exp",0.254193683030929
"369",489,"17/12/20",4211,6.49640203626035,9852,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.0999446467116977
"370",490,"17/12/20",4211,6.37663748026939,14006,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.0981021150810675
"371",491,"17/12/20",4211,6.75565695685818,18114,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.103933183951664
"372",492,"17/12/20",4211,6.90022672148471,22260,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.106157334176688
"373",493,"17/12/20",4211,7.10092197694374,26387,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.109244953491442
"374",494,"17/12/20",4211,7.01953204101925,30626,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.107992800631065
"375",495,"17/12/20",4211,6.88877764270903,34798,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.105981194503216
"376",496,"17/12/20",4211,7.16588930501037,39033,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.110244450846313
"377",497,"17/12/20",4211,8.53518202366446,43135,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.131310492671761
"378",498,"17/12/20",4211,10.5374758995747,47367,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.162115013839611
"379",499,"17/12/20",4211,22.9137935038375,51483,1,65,"ZWf","11/25/2020","F","ZW",6.517,46,"Data_12-18-2020_Pogona.exp.4","Data_12-18-2020_Pogona.exp",0.352519900059038
"380",502,"17/12/20",5013,8.082625126858,8525,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.124348078874738
"381",503,"17/12/20",5013,8.23743876769209,12768,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.126729827195263
"382",504,"17/12/20",5013,8.5052563499458,16940,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.130850097691474
"383",505,"17/12/20",5013,8.4117713069418,21075,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.129411866260643
"384",506,"17/12/20",5013,8.2713265189634,25292,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.127251177214822
"385",507,"17/12/20",5013,8.36807186882152,29433,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.128739567212639
"386",508,"17/12/20",5013,8.40807759836727,33638,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.129355039974881
"387",509,"17/12/20",5013,8.56365158038009,37780,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.131748485852001
"388",510,"17/12/20",5013,8.74343348387825,41900,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.134514361290435
"389",511,"17/12/20",5013,8.6775550829262,46111,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.133500847429634
"390",512,"17/12/20",5013,14.2744382529786,50189,1,65,"ZZf","11/12/20","F","ZZ",5.459,41,"Data_12-18-2020_Pogona.exp.2","Data_12-18-2020_Pogona.exp",0.219606742353517
"391",545,"19/1/21",223,7.298710263932,10330,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.112287850214338
"392",546,"19/1/21",223,7.26570406980643,14530,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.111780062612407
"393",547,"19/1/21",223,7.25951873725182,18730,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.111684903650028
"394",548,"19/1/21",223,7.1677996803453,22740,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.110273841236082
"395",549,"19/1/21",223,7.05540074465397,26940,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.10854462684083
"396",550,"19/1/21",223,7.23109435109563,31140,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.111247605401471
"397",551,"19/1/21",223,7.24143518130003,35340,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.111406695096924
"398",552,"19/1/21",223,8.01543352739658,39540,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.123314361959947
"399",553,"19/1/21",223,14.1994225598626,43740,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.218452654767117
"400",554,"19/1/21",223,16.8062519880812,47900,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.258557722893557
"401",555,"19/1/21",223,10.7235549344929,52100,1,65,"ZWf","8/1/21","F","ZW",5.872,47,"Data_01-20-2021_Pogona.exp.5","Data_01-20-2021_Pogona.exp",0.164977768222968
"402",558,"19/1/21",1221,10.56151773802,9130,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.162484888277231
"403",559,"19/1/21",1221,10.3635155318729,13330,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.159438700490352
"404",560,"19/1/21",1221,10.4304068289154,17530,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.160467797367929
"405",561,"19/1/21",1221,10.544778151518,21540,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.1622273561772
"406",562,"19/1/21",1221,10.1185161406597,25740,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.155669479087072
"407",563,"19/1/21",1221,10.3590020449262,29940,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.159369262229634
"408",564,"19/1/21",1221,10.0408543772486,34140,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.154474682726902
"409",565,"19/1/21",1221,10.2712069193501,38340,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.158018567990002
"410",566,"19/1/21",1221,11.135270728113,42540,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.171311857355585
"411",567,"19/1/21",1221,16.5696595978794,46700,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.254917839967375
"412",568,"19/1/21",1221,21.8316221487862,50900,1,65,"ZZm","7/1/21","M","ZZ",5.782,47,"Data_01-20-2021_Pogona.exp.3","Data_01-20-2021_Pogona.exp",0.335871109981326
"413",571,"19/1/21",1230,6.54227683861088,9730,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.100650412901706
"414",572,"19/1/21",1230,6.70860774871945,13930,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.103209349980299
"415",573,"19/1/21",1230,6.60354188272653,18130,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.101592952041947
"416",574,"19/1/21",1230,6.69409830157283,22140,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.102986127716505
"417",575,"19/1/21",1230,6.73645987712575,26340,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.103637844263473
"418",576,"19/1/21",1230,6.72219833961383,30540,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.103418435994059
"419",577,"19/1/21",1230,6.88258175729738,34740,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.10588587318919
"420",578,"19/1/21",1230,7.58873056847046,38940,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.116749701053392
"421",579,"19/1/21",1230,7.76327064125614,43140,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.119434932942402
"422",580,"19/1/21",1230,7.68533846083205,47300,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.118235976320493
"423",581,"19/1/21",1230,7.72818932888886,51500,1,65,"ZWf","8/1/21","F","ZW",5.579,44,"Data_01-20-2021_Pogona.exp.4","Data_01-20-2021_Pogona.exp",0.118895220444444
"424",584,"19/1/21",2025,8.70447898942932,11530,1,65,"ZZm","11/1/21","M","ZZ",6.485,46,"Data_01-20-2021_Pogona.exp.7","Data_01-20-2021_Pogona.exp",0.133915061375836
"425",585,"19/1/21",2025,11.0667663001533,15730,1,65,"ZZm","11/1/21","M","ZZ",6.485,46,"Data_01-20-2021_Pogona.exp.7","Data_01-20-2021_Pogona.exp",0.170257943079282
"426",586,"19/1/21",2025,8.94858866826974,19930,1,65,"ZZm","11/1/21","M","ZZ",6.485,46,"Data_01-20-2021_Pogona.exp.7","Data_01-20-2021_Pogona.exp",0.137670594896458
"427",587,"19/1/21",2025,8.76907608777464,23940,1,65,"ZZm","11/1/21","M","ZZ",6.485,46,"Data_01-20-2021_Pogona.exp.7","Data_01-20-2021_Pogona.exp",0.134908862888841
"428",588,"19/1/21",2025,8.8961390066476,28140,1,65,"ZZm","11/1/21","M","ZZ",6.485,46,"Data_01-20-2021_Pogona.exp.7","Data_01-20-2021_Pogona.exp",0.136863677025348
"429",589,"19/1/21",2025,8.70777777492524,32340,1,65,"ZZm","11/1/21","M","ZZ",6.485,46,"Data_01-20-2021_Pogona.exp.7","Data_01-20-2021_Pogona.exp",0.133965811921927
"430",590,"19/1/21",2025,10.1791779544374,36540,1,65,"ZZm","11/1/21","M","ZZ",6.485,46,"Data_01-20-2021_Pogona.exp.7","Data_01-20-2021_Pogona.exp",0.156602737760575
"431",591,"19/1/21",2025,9.64381152086938,40740,1,65,"ZZm","11/1/21","M","ZZ",6.485,46,"Data_01-20-2021_Pogona.exp.7","Data_01-20-2021_Pogona.exp",0.148366331090298
"432",592,"19/1/21",2025,9.97407390410309,44940,1,65,"ZZm","11/1/21","M","ZZ",6.485,46,"Data_01-20-2021_Pogona.exp.7","Data_01-20-2021_Pogona.exp",0.153447290832355
"433",593,"19/1/21",2025,10.3892325376395,49100,1,65,"ZZm","11/1/21","M","ZZ",6.485,46,"Data_01-20-2021_Pogona.exp.7","Data_01-20-2021_Pogona.exp",0.159834346732915
"434",596,"19/1/21",4230,9.65719437447309,8530,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.14857222114574
"435",597,"19/1/21",4230,8.94620504780235,12730,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.137633923812344
"436",598,"19/1/21",4230,9.03605713186829,16930,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.139016263567204
"437",599,"19/1/21",4230,8.86086647410217,21130,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.136321022678495
"438",600,"19/1/21",4230,8.847823236966,25280,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.136120357491785
"439",601,"19/1/21",4230,8.73632872489173,29340,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.134405057306027
"440",602,"19/1/21",4230,8.81793493270716,33540,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.135660537426264
"441",603,"19/1/21",4230,8.94754569520789,37740,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.137654549157044
"442",604,"19/1/21",4230,9.04256613846091,41940,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.139116402130168
"443",605,"19/1/21",4230,8.97536375735738,46100,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.13808251934396
"444",606,"19/1/21",4230,9.51660130076412,50300,1,65,"ZZm","6/1/21","M","ZZ",6.338,46,"Data_01-20-2021_Pogona.exp.2","Data_01-20-2021_Pogona.exp",0.146409250780986
"445",609,"19/1/21",5253,6.70177897714526,10930,1,65,"ZWf","11/1/21","F","ZW",5.719,45,"Data_01-20-2021_Pogona.exp.6","Data_01-20-2021_Pogona.exp",0.103104291956081
"446",610,"19/1/21",5253,6.8922130774391,15130,1,65,"ZWf","11/1/21","F","ZW",5.719,45,"Data_01-20-2021_Pogona.exp.6","Data_01-20-2021_Pogona.exp",0.106034047345217
"447",611,"19/1/21",5253,6.88702674006854,19330,1,65,"ZWf","11/1/21","F","ZW",5.719,45,"Data_01-20-2021_Pogona.exp.6","Data_01-20-2021_Pogona.exp",0.105954257539516
"448",612,"19/1/21",5253,7.18268040477041,23340,1,65,"ZWf","11/1/21","F","ZW",5.719,45,"Data_01-20-2021_Pogona.exp.6","Data_01-20-2021_Pogona.exp",0.110502775458006
"449",613,"19/1/21",5253,7.19010610013305,27540,1,65,"ZWf","11/1/21","F","ZW",5.719,45,"Data_01-20-2021_Pogona.exp.6","Data_01-20-2021_Pogona.exp",0.110617016925124
"450",614,"19/1/21",5253,6.91500052975451,31740,1,65,"ZWf","11/1/21","F","ZW",5.719,45,"Data_01-20-2021_Pogona.exp.6","Data_01-20-2021_Pogona.exp",0.106384623534685
"451",615,"19/1/21",5253,9.22678027344015,35940,1,65,"ZWf","11/1/21","F","ZW",5.719,45,"Data_01-20-2021_Pogona.exp.6","Data_01-20-2021_Pogona.exp",0.141950465745233
"452",616,"19/1/21",5253,15.5116268861018,40140,1,65,"ZWf","11/1/21","F","ZW",5.719,45,"Data_01-20-2021_Pogona.exp.6","Data_01-20-2021_Pogona.exp",0.238640413632335
"453",617,"19/1/21",5253,8.01246696244161,44340,1,65,"ZWf","11/1/21","F","ZW",5.719,45,"Data_01-20-2021_Pogona.exp.6","Data_01-20-2021_Pogona.exp",0.123268722499102
"454",618,"19/1/21",5253,8.11404582973705,48500,1,65,"ZWf","11/1/21","F","ZW",5.719,45,"Data_01-20-2021_Pogona.exp.6","Data_01-20-2021_Pogona.exp",0.124831474303647
"455",621,"19/1/21",5505,6.77307743991066,12130,1,65,"ZZf","1/15/2021","F","ZZ",6.775,48,"Data_01-20-2021_Pogona.exp.8","Data_01-20-2021_Pogona.exp",0.104201191383241
"456",622,"19/1/21",5505,7.01332964204393,16330,1,65,"ZZf","1/15/2021","F","ZZ",6.775,48,"Data_01-20-2021_Pogona.exp.8","Data_01-20-2021_Pogona.exp",0.107897379108368
"457",623,"19/1/21",5505,7.10824178246537,20530,1,65,"ZZf","1/15/2021","F","ZZ",6.775,48,"Data_01-20-2021_Pogona.exp.8","Data_01-20-2021_Pogona.exp",0.109357565884083
"458",625,"19/1/21",5505,7.10817332021674,28740,1,65,"ZZf","1/15/2021","F","ZZ",6.775,48,"Data_01-20-2021_Pogona.exp.8","Data_01-20-2021_Pogona.exp",0.109356512618719
"459",626,"19/1/21",5505,7.14575877700629,32940,1,65,"ZZf","1/15/2021","F","ZZ",6.775,48,"Data_01-20-2021_Pogona.exp.8","Data_01-20-2021_Pogona.exp",0.109934750415481
"460",627,"19/1/21",5505,7.21189983089715,37140,1,65,"ZZf","1/15/2021","F","ZZ",6.775,48,"Data_01-20-2021_Pogona.exp.8","Data_01-20-2021_Pogona.exp",0.110952305090725
"461",628,"19/1/21",5505,7.43438814786334,41340,1,65,"ZZf","1/15/2021","F","ZZ",6.775,48,"Data_01-20-2021_Pogona.exp.8","Data_01-20-2021_Pogona.exp",0.114375202274821
"462",629,"19/1/21",5505,8.01076404235148,45500,1,65,"ZZf","1/15/2021","F","ZZ",6.775,48,"Data_01-20-2021_Pogona.exp.8","Data_01-20-2021_Pogona.exp",0.123242523728484
"463",630,"19/1/21",5505,8.55028663601126,49700,1,65,"ZZf","1/15/2021","F","ZZ",6.775,48,"Data_01-20-2021_Pogona.exp.8","Data_01-20-2021_Pogona.exp",0.13154287132325
"464",633,"2/1/21",201,6.79437778763831,8520,1,55,"ZZf","12/22/2020","F","ZZ",6.075,45,"Data_01-03-2021_Pogona.exp.2","Data_01-03-2021_Pogona.exp",0.123534141593424
"465",634,"2/1/21",201,6.17358487630651,12720,1,55,"ZZf","12/22/2020","F","ZZ",6.075,45,"Data_01-03-2021_Pogona.exp.2","Data_01-03-2021_Pogona.exp",0.112246997751027
"466",635,"2/1/21",201,6.31250022146194,16920,1,55,"ZZf","12/22/2020","F","ZZ",6.075,45,"Data_01-03-2021_Pogona.exp.2","Data_01-03-2021_Pogona.exp",0.114772731299308
"467",636,"2/1/21",201,4.71062213596072,21120,1,55,"ZZf","12/22/2020","F","ZZ",6.075,45,"Data_01-03-2021_Pogona.exp.2","Data_01-03-2021_Pogona.exp",0.0856476751992858
"468",637,"2/1/21",201,18.9708941833365,25210,1,55,"ZZf","12/22/2020","F","ZZ",6.075,45,"Data_01-03-2021_Pogona.exp.2","Data_01-03-2021_Pogona.exp",0.344925348787936
